meal plan,car parking space,room type,lead time,repeated,average price,special requests,booking status,market segment type_Complementary,market segment type_Corporate,market segment type_Offline,market segment type_Online,year,month,day,total nights,total people
1,0,4,41,0,87.09,1,0,False,False,False,True,2018,4,22,7,2
0,0,1,11,0,120.0,1,1,False,False,False,True,2018,10,30,1,2
1,0,4,52,0,120.6,2,0,False,False,False,True,2018,10,28,3,2
0,0,1,8,0,119.0,0,0,False,False,False,True,2018,5,25,1,1
1,0,1,67,0,100.81,1,0,False,False,True,False,2018,3,26,3,3
1,0,1,204,0,72.75,0,0,False,False,True,False,2017,10,9,4,2
1,0,1,5,1,104.0,3,0,False,True,False,False,2018,4,12,3,1
1,0,1,193,0,120.0,0,1,False,False,False,True,2018,6,20,3,2
0,0,1,0,0,119.0,1,0,False,False,False,True,2018,6,16,1,2
1,0,1,97,0,94.5,1,0,False,False,False,True,2018,11,20,2,2
0,0,1,60,0,94.5,0,0,False,False,False,True,2018,4,17,1,2
0,0,1,82,0,107.1,1,1,False,False,False,True,2018,8,13,2,2
2,0,1,102,0,87.0,0,0,False,False,True,False,2017,10,16,2,1
1,0,1,17,0,63.37,0,0,False,False,False,True,2018,1,13,4,1
1,0,4,44,0,104.48,1,0,False,False,False,True,2018,10,3,4,3
2,0,1,273,0,109.0,0,1,False,False,False,True,2017,7,17,2,2
1,0,1,14,0,109.75,1,0,False,False,False,True,2017,9,7,4,2
0,0,1,0,1,135.0,1,0,False,False,False,True,2018,3,26,1,3
0,0,1,199,0,74.8,1,1,False,False,False,True,2018,12,23,4,2
1,0,1,11,0,122.13,0,0,False,False,False,True,2018,10,8,3,2
1,0,1,210,0,72.75,0,0,False,False,True,False,2017,10,8,4,2
1,0,4,97,0,61.0,0,0,False,False,True,False,2017,12,30,4,2
1,0,1,53,0,120.0,0,0,False,False,True,False,2018,10,14,1,1
2,0,1,131,0,94.5,0,1,False,False,False,True,2017,8,15,3,2
1,0,1,152,0,99.0,2,0,False,False,False,True,2018,7,11,2,2
2,0,1,257,0,80.0,0,0,False,False,True,False,2017,7,1,2,1
1,1,1,4,0,87.3,2,0,False,False,False,True,2018,1,8,1,3
1,0,4,57,0,82.45,2,0,False,False,False,True,2018,3,11,4,2
1,0,1,60,0,65.0,1,0,False,False,True,False,2017,10,12,2,2
1,0,4,72,0,100.8,0,1,False,False,False,True,2018,4,3,3,2
1,0,1,72,0,109.8,2,0,False,False,False,True,2018,12,3,3,3
1,0,4,193,0,120.7,1,1,False,False,False,True,2018,12,28,4,3
0,0,1,8,0,84.7,1,0,False,False,False,True,2018,10,27,1,1
1,0,1,53,0,103.7,2,0,False,False,False,True,2018,11,29,4,3
2,0,1,30,0,121.0,0,0,False,False,True,False,2017,9,30,2,2
1,0,4,41,0,159.3,0,1,False,False,False,True,2018,3,25,2,3
1,0,4,15,0,177.0,0,1,False,False,False,True,2018,6,17,4,3
1,0,1,245,0,81.77,1,1,False,False,False,True,2018,9,15,1,2
1,0,1,55,0,79.0,0,0,False,True,False,False,2018,7,7,1,1
1,0,1,17,0,142.63,1,0,False,False,False,True,2018,11,9,4,2
1,0,1,59,0,85.5,0,0,False,False,True,False,2018,5,14,5,2
1,0,1,0,0,75.0,0,1,False,False,False,True,2017,8,11,1,2
1,0,2,0,0,77.25,2,0,False,False,False,True,2017,11,28,1,2
1,0,4,68,0,118.8,1,0,False,False,False,True,2018,4,26,2,1
1,0,1,132,0,70.44,1,0,False,False,False,True,2018,6,27,3,2
0,0,1,3,0,128.0,1,0,False,False,False,True,2018,8,20,1,2
1,0,1,174,0,119.85,1,1,False,False,False,True,2018,9,2,4,2
1,0,1,166,0,110.0,0,1,False,False,False,True,2018,11,1,3,1
1,0,4,68,0,132.3,2,0,False,False,False,True,2018,10,18,3,2
1,0,1,188,0,130.0,0,1,False,False,False,True,2018,6,15,2,1
1,0,4,45,0,128.4,0,0,False,False,False,True,2018,6,8,3,2
1,0,1,42,0,104.0,2,0,False,False,False,True,2018,11,29,3,2
0,0,1,161,0,97.75,1,1,False,False,False,True,2018,8,9,8,2
1,0,4,90,0,46.67,0,0,False,False,True,False,2018,3,28,3,2
0,0,1,134,0,103.5,0,1,False,False,False,True,2018,8,10,2,2
1,0,1,120,0,110.59,0,1,False,False,False,True,2018,5,12,4,1
1,0,5,66,0,147.56,1,0,False,False,True,False,2018,5,14,4,3
1,0,1,12,0,130.0,2,0,False,False,False,True,2018,8,28,2,2
2,0,1,129,0,131.75,0,1,False,False,False,True,2018,7,25,5,2
1,0,1,162,0,130.5,2,1,False,False,False,True,2018,7,16,2,3
1,0,1,280,0,110.0,0,1,False,False,False,True,2018,9,19,3,2
1,0,1,57,0,101.52,0,0,False,False,True,False,2018,9,21,2,2
1,0,4,44,0,150.3,0,1,False,False,False,True,2018,7,1,2,3
1,0,1,0,0,85.0,0,0,False,False,False,True,2018,2,16,1,1
1,0,1,73,0,67.83,0,0,False,False,True,False,2017,11,24,3,1
1,0,4,66,0,137.7,0,0,False,False,False,True,2018,7,29,1,3
1,0,1,111,0,120.0,1,0,False,False,True,False,2018,10,10,3,1
1,0,1,59,0,93.6,1,0,False,False,False,True,2018,11,26,3,2
1,0,1,88,0,90.0,1,0,False,True,False,False,2018,10,7,2,2
1,0,1,196,0,80.75,0,0,False,False,True,False,2018,5,12,4,2
1,0,1,139,0,68.0,0,1,False,False,False,True,2018,11,16,6,2
1,0,4,2,0,108.0,1,0,False,False,False,True,2018,2,26,1,2
1,0,1,95,0,130.5,1,0,False,False,False,True,2018,7,1,5,3
2,0,1,230,0,137.0,0,1,False,False,False,True,2018,9,6,5,2
2,0,1,74,0,109.0,0,0,False,False,True,False,2017,9,18,2,2
1,0,1,174,0,70.0,0,1,False,False,False,True,2017,10,10,2,2
0,0,1,73,0,88.0,2,0,False,False,False,True,2018,11,25,2,1
1,0,4,174,0,115.2,0,1,False,False,False,True,2018,6,5,2,2
1,0,4,81,0,149.4,1,1,False,False,False,True,2018,9,8,3,2
1,0,1,22,0,67.52,0,0,False,False,False,True,2018,3,6,5,2
1,0,1,204,0,100.0,0,1,False,False,False,True,2018,5,5,3,2
1,0,1,0,1,65.0,0,0,False,True,False,False,2018,4,18,1,1
1,0,1,258,0,100.3,0,1,False,False,False,True,2018,10,2,7,2
0,0,1,40,0,134.1,1,0,False,False,False,True,2018,9,10,2,2
1,0,1,32,0,73.0,0,0,False,False,True,False,2017,11,20,2,1
1,0,1,130,0,96.3,0,0,False,False,False,True,2018,6,27,3,2
2,0,1,291,0,115.0,0,1,False,False,False,True,2018,8,19,2,2
1,0,1,195,0,121.5,1,1,False,False,False,True,2018,8,13,1,3
1,0,4,168,0,91.45,0,0,False,False,True,False,2018,7,18,2,2
2,0,1,131,0,36.25,0,1,False,False,False,True,2017,8,15,3,1
1,0,1,31,0,75.0,0,1,False,False,False,True,2018,9,16,3,2
1,0,1,36,0,126.9,2,0,False,False,False,True,2018,5,21,4,2
1,0,4,151,0,162.0,1,1,False,False,False,True,2018,9,23,4,3
1,0,1,40,1,65.0,0,0,False,True,False,False,2018,3,13,3,1
1,0,4,151,0,120.7,1,1,False,False,False,True,2018,7,6,4,2
1,0,1,23,0,96.0,0,1,False,False,False,True,2018,3,10,4,2
1,0,1,4,1,65.0,0,0,False,True,False,False,2017,11,16,1,1
1,0,1,22,0,114.5,1,0,False,False,False,True,2017,9,16,4,2
1,0,1,16,0,79.75,0,0,False,True,False,False,2018,11,20,6,1
1,0,1,37,0,95.0,0,0,False,False,True,False,2018,10,13,3,1
1,1,1,14,0,110.0,1,0,False,False,False,True,2018,6,26,1,2
0,0,1,13,0,87.78,1,0,False,False,False,True,2018,10,25,3,2
0,0,1,21,0,119.0,1,0,False,False,False,True,2018,10,19,3,2
1,0,1,155,0,105.3,0,1,False,False,False,True,2018,7,25,2,2
1,0,1,11,0,106.35,1,0,False,False,False,True,2018,11,5,6,1
1,0,1,151,0,80.0,0,0,False,False,True,False,2018,1,19,3,1
1,0,1,33,0,62.0,0,1,False,True,False,False,2018,1,25,2,2
1,0,1,26,0,56.25,1,0,False,False,True,False,2017,9,15,8,2
2,0,1,110,0,94.5,0,1,False,False,False,True,2017,7,25,3,2
2,0,1,39,0,101.5,0,0,False,False,True,False,2017,8,14,2,2
1,0,1,89,0,65.13,1,0,False,False,False,True,2018,4,8,4,2
1,0,1,278,0,78.3,3,0,False,False,False,True,2018,12,9,3,2
1,0,4,18,0,166.0,2,0,False,False,False,True,2018,6,16,3,2
1,0,4,2,0,147.0,2,0,False,False,False,True,2018,3,27,4,3
1,0,4,23,0,75.0,0,0,False,False,True,False,2017,10,18,5,2
0,0,1,4,0,128.0,1,0,False,False,False,True,2018,8,21,4,2
1,0,1,0,0,119.0,0,0,False,False,False,True,2018,3,27,1,3
0,0,1,81,0,73.9,0,1,False,False,False,True,2018,4,3,5,2
1,0,1,1,0,120.0,1,0,False,False,False,True,2018,3,10,1,2
1,0,4,58,0,159.3,2,0,False,False,False,True,2018,6,10,3,3
1,0,1,258,0,110.0,0,1,False,False,False,True,2018,10,16,1,2
1,0,1,95,0,76.5,2,0,False,False,False,True,2017,12,18,5,2
0,0,1,26,0,119.0,1,0,False,False,False,True,2018,10,19,3,2
1,0,1,49,0,105.4,1,1,False,False,False,True,2018,12,10,10,3
1,0,1,1,0,70.0,0,1,False,False,False,True,2018,2,28,4,2
0,0,1,81,0,79.2,2,0,False,False,False,True,2018,12,7,1,2
1,0,4,32,0,136.0,1,0,False,False,False,True,2017,10,24,2,1
1,0,1,43,0,135.9,1,0,False,False,False,True,2018,8,7,2,2
1,1,1,5,1,98.0,1,0,False,True,False,False,2018,5,4,1,1
1,0,1,26,0,128.33,1,0,False,False,False,True,2018,3,29,3,1
1,0,1,51,0,135.9,1,0,False,False,False,True,2018,7,26,3,2
1,0,4,132,0,119.0,1,1,False,False,False,True,2018,12,3,4,3
1,0,1,9,0,86.0,0,0,False,False,False,True,2018,12,16,1,1
1,0,1,35,0,80.3,1,0,False,False,False,True,2018,2,12,2,2
1,0,4,55,0,106.2,3,0,False,False,False,True,2018,11,11,2,2
1,0,1,20,0,86.0,1,1,False,False,False,True,2018,2,8,8,1
1,0,1,55,0,130.05,2,0,False,False,False,True,2018,4,22,4,3
1,0,4,29,0,120.35,0,1,False,False,False,True,2018,4,19,4,2
1,0,1,194,0,106.2,1,1,False,False,False,True,2018,4,30,3,2
0,0,1,49,0,74.8,2,1,False,False,False,True,2018,11,16,4,2
1,0,1,275,0,90.0,0,1,False,False,False,True,2018,10,5,5,2
0,0,1,224,0,80.75,0,1,False,False,False,True,2018,8,21,4,2
0,0,1,18,0,112.72,1,0,False,False,False,True,2018,9,16,3,3
1,0,5,4,0,144.8,0,0,False,False,True,False,2018,5,20,1,1
0,0,1,135,0,99.0,1,0,False,False,False,True,2018,7,5,2,2
1,0,4,14,0,125.2,0,1,False,False,False,True,2018,4,7,5,2
0,0,1,89,0,79.5,1,0,False,False,False,True,2018,4,9,3,2
2,0,1,184,0,139.5,1,1,False,False,False,True,2018,8,17,1,2
1,0,4,23,0,146.2,3,0,False,False,False,True,2018,4,10,5,3
2,0,1,150,0,101.0,0,0,False,False,True,False,2018,1,2,3,2
1,0,1,50,0,99.0,1,0,False,False,False,True,2018,3,24,1,2
1,0,1,23,0,91.0,0,1,False,False,False,True,2018,2,25,1,2
1,0,1,33,0,135.9,1,1,False,False,False,True,2018,8,8,3,2
1,0,4,67,0,142.2,1,1,False,False,False,True,2018,7,20,2,3
1,0,1,2,0,163.0,0,0,False,False,False,True,2018,9,15,1,1
1,0,4,51,0,60.0,0,0,False,False,True,False,2017,11,12,5,2
2,0,1,55,0,104.0,0,0,False,False,True,False,2018,4,6,1,2
1,0,1,213,0,130.0,0,1,False,False,False,True,2018,6,7,3,2
1,0,1,83,0,123.75,0,1,False,False,False,True,2018,7,18,4,3
2,0,1,116,0,96.05,0,1,False,False,False,True,2017,9,18,3,2
1,0,4,28,0,121.33,2,0,False,False,False,True,2018,4,11,3,3
1,0,1,3,0,81.6,2,0,False,False,False,True,2018,12,12,4,1
1,0,1,12,0,105.0,0,0,False,False,True,False,2018,6,13,3,2
1,0,4,7,0,124.0,1,0,False,False,False,True,2018,3,14,4,2
1,0,1,275,0,106.2,0,1,False,False,False,True,2018,10,1,3,2
1,0,1,78,0,107.1,1,0,False,False,False,True,2018,7,17,5,2
1,0,1,271,0,101.33,1,1,False,False,False,True,2018,9,21,3,2
0,0,1,2,0,80.0,1,0,False,False,False,True,2018,1,19,4,2
1,1,1,0,1,65.0,0,0,False,True,False,False,2018,4,20,1,1
1,0,1,11,0,70.07,0,0,False,False,False,True,2018,1,26,2,2
1,0,1,69,0,120.0,0,1,False,False,False,True,2018,6,12,6,1
0,0,1,6,0,89.0,0,1,False,False,False,True,2018,4,4,1,2
1,0,1,6,0,37.33,0,0,False,False,True,False,2017,11,22,3,1
1,0,1,6,0,88.35,1,0,False,False,False,True,2018,12,19,4,2
1,0,4,6,0,110.0,0,0,False,True,False,False,2018,5,3,1,1
1,0,1,212,0,90.95,1,0,False,False,False,True,2018,8,8,4,2
1,0,1,191,0,95.0,0,0,False,False,True,False,2018,6,23,3,1
0,0,1,27,0,90.0,0,0,False,False,False,True,2018,3,10,1,2
1,0,1,12,0,134.33,2,0,False,False,False,True,2018,7,19,3,2
1,0,1,29,0,109.2,1,0,False,False,False,True,2018,4,11,3,2
1,0,1,15,0,81.0,0,0,False,True,False,False,2018,2,19,1,1
1,0,1,24,0,65.0,0,0,False,True,False,False,2017,11,1,1,1
1,0,4,142,0,128.7,1,0,False,False,False,True,2018,7,1,2,3
1,0,5,192,0,106.0,0,1,False,True,False,False,2018,9,5,3,1
0,0,1,57,0,77.85,0,1,False,False,False,True,2018,6,27,3,2
1,0,6,59,0,134.62,1,0,False,False,False,True,2018,12,22,2,4
1,0,1,105,0,96.9,5,0,False,False,True,False,2018,9,29,4,2
1,0,4,33,0,61.75,1,0,False,False,False,True,2018,2,7,4,2
1,0,1,17,0,48.0,0,0,False,False,True,False,2017,10,16,2,2
1,0,1,57,0,80.3,0,0,False,False,False,True,2018,3,4,2,2
1,0,1,148,0,67.0,0,0,False,False,True,False,2017,12,30,5,2
1,0,1,196,0,55.96,2,0,False,False,False,True,2017,8,16,7,2
0,0,1,7,0,140.0,1,0,False,False,False,True,2018,10,3,2,2
1,0,1,120,0,114.3,0,1,False,False,False,True,2018,8,10,4,2
1,0,4,63,0,149.4,2,0,False,False,False,True,2018,9,12,3,2
1,0,1,1,0,88.43,1,0,False,False,False,True,2018,3,12,2,2
1,0,1,143,0,59.5,0,0,False,False,True,False,2018,3,25,3,2
0,0,1,24,0,107.1,0,1,False,False,False,True,2018,9,26,2,2
1,0,1,6,0,65.0,0,0,False,True,False,False,2017,12,2,1,1
1,0,4,11,0,90.0,0,0,False,True,False,False,2018,6,14,3,1
1,0,4,63,0,140.4,0,1,False,False,False,True,2018,5,10,3,2
0,0,1,20,0,113.33,3,0,False,False,False,True,2018,11,10,3,2
1,0,1,147,0,89.25,0,0,False,False,False,True,2017,10,16,3,2
1,0,1,92,0,76.5,1,1,False,False,False,True,2017,7,31,1,2
0,0,1,148,0,79.2,2,1,False,False,False,True,2018,12,8,3,2
1,0,2,96,0,112.01,0,1,False,False,False,True,2018,5,22,4,2
0,0,1,7,0,148.0,0,0,False,False,False,True,2018,8,11,2,2
1,0,1,1,0,106.0,2,0,False,False,False,True,2017,8,28,3,2
1,0,1,51,0,135.9,2,0,False,False,False,True,2018,9,26,2,2
2,0,1,273,0,109.0,0,1,False,False,False,True,2017,7,17,2,2
1,0,1,135,0,80.75,2,1,False,False,False,True,2018,9,14,5,2
0,0,1,4,0,79.0,0,0,False,False,False,True,2018,2,13,1,2
0,0,1,0,0,117.04,1,0,False,False,False,True,2017,9,22,2,2
1,0,1,1,0,103.0,1,0,False,False,False,True,2018,3,10,1,1
1,1,1,6,0,129.0,3,0,False,False,False,True,2017,10,20,2,1
2,0,1,36,0,112.0,0,0,False,False,True,False,2017,10,13,3,2
1,0,1,272,0,90.1,0,1,False,False,False,True,2018,7,28,5,2
1,0,1,13,0,96.0,0,0,False,False,False,True,2018,12,5,1,1
1,0,1,28,0,158.86,1,0,False,False,False,True,2018,7,24,5,3
1,0,1,52,0,94.5,3,0,False,False,False,True,2017,10,23,3,2
1,0,4,85,0,97.75,0,1,False,False,False,True,2018,3,24,5,2
1,0,1,32,0,83.9,1,0,False,False,False,True,2018,2,22,3,2
1,0,4,3,0,106.0,1,0,False,False,False,True,2018,2,18,1,2
1,0,2,160,0,103.22,1,1,False,False,False,True,2018,6,12,4,2
2,0,1,294,0,112.5,0,0,False,False,False,True,2018,12,26,1,2
2,0,1,163,0,72.25,1,0,False,False,True,False,2018,8,21,10,2
1,0,1,167,0,85.0,2,0,False,False,False,True,2018,11,19,5,2
1,0,1,59,0,80.75,1,0,False,False,False,True,2017,9,20,3,1
1,0,2,101,0,77.78,1,0,False,False,False,True,2018,4,14,4,2
1,0,1,245,0,75.0,0,1,False,False,False,True,2018,6,17,2,2
1,0,1,0,0,64.0,1,0,False,True,False,False,2018,11,30,1,1
1,0,1,157,0,68.0,0,0,False,False,True,False,2018,12,8,3,2
1,0,2,20,0,85.5,1,0,False,False,True,False,2017,9,1,7,1
0,0,1,0,0,129.0,2,0,False,False,False,True,2018,6,18,3,2
0,0,1,2,0,60.83,1,0,False,False,False,True,2018,2,13,1,2
1,0,1,0,1,65.0,1,0,False,True,False,False,2018,4,25,1,1
1,0,1,68,0,65.0,0,0,False,False,True,False,2017,9,29,2,2
0,0,1,0,0,67.5,1,0,False,False,False,True,2018,1,23,1,2
0,0,1,18,0,82.13,1,0,False,False,False,True,2018,10,31,3,2
1,0,4,10,0,166.0,1,0,False,False,False,True,2018,7,3,3,2
1,0,1,291,0,80.75,2,0,False,False,False,True,2018,12,28,6,2
1,0,4,154,0,62.0,1,0,False,False,True,False,2018,2,12,3,2
1,0,1,9,0,139.0,1,0,False,False,False,True,2018,7,6,1,2
1,0,1,41,0,132.67,2,0,False,False,False,True,2018,10,26,3,2
1,0,4,54,0,132.3,1,0,False,False,False,True,2018,9,30,1,2
1,0,1,274,0,107.0,2,1,False,False,False,True,2018,8,9,3,2
1,0,1,186,0,80.0,0,0,False,False,True,False,2018,4,22,3,2
0,0,1,0,0,61.68,0,0,False,False,False,True,2018,7,29,1,2
1,0,1,273,0,95.0,0,1,False,False,False,True,2018,5,13,3,2
0,0,1,49,0,111.0,1,0,False,False,False,True,2018,10,3,3,2
1,0,1,271,0,101.33,1,1,False,False,False,True,2018,9,21,3,2
1,0,1,76,0,116.28,0,0,False,False,True,False,2018,6,13,4,2
0,0,1,5,0,134.0,0,1,False,False,False,True,2018,6,29,4,2
1,0,4,74,0,89.3,1,0,False,False,False,True,2018,3,10,3,2
1,0,4,123,0,105.61,2,0,False,False,False,True,2018,12,26,4,2
1,0,1,33,0,89.78,1,1,False,False,False,True,2017,10,6,4,1
1,0,1,69,0,120.0,0,1,False,False,False,True,2018,6,12,6,1
1,0,1,193,0,70.44,0,1,False,False,False,True,2018,7,9,3,2
1,0,1,179,0,113.4,0,1,False,False,False,True,2018,9,30,4,2
1,0,1,66,0,126.9,0,1,False,False,False,True,2018,6,17,3,2
1,0,1,109,0,159.3,1,0,False,False,False,True,2018,6,21,2,3
2,0,1,131,0,94.5,0,0,False,False,True,False,2017,8,15,3,2
1,0,1,111,0,96.67,0,0,False,False,True,False,2018,6,1,3,2
1,0,4,92,0,149.4,0,1,False,False,False,True,2018,9,9,4,2
0,0,1,252,1,85.5,3,0,False,False,False,True,2018,10,19,3,2
1,0,1,91,1,65.0,0,0,False,True,False,False,2018,9,14,2,1
1,0,4,71,0,122.4,1,0,False,False,False,True,2018,7,10,5,2
1,0,1,35,0,149.0,2,0,False,False,False,True,2018,10,25,4,3
1,0,4,60,0,130.48,0,0,False,False,False,True,2018,4,25,4,3
1,0,1,16,0,111.75,2,0,False,False,False,True,2017,10,1,4,2
1,0,1,159,0,106.74,1,1,False,False,False,True,2018,7,6,7,2
1,0,4,10,0,131.0,1,1,False,False,False,True,2018,4,8,2,2
0,0,6,1,0,153.0,1,0,False,False,False,True,2017,8,9,5,4
1,0,1,5,1,65.0,0,0,False,True,False,False,2018,10,5,2,1
1,0,1,41,0,105.3,0,0,False,False,False,True,2018,4,12,3,2
1,0,4,123,0,162.0,1,1,False,False,False,True,2018,9,20,6,3
1,0,1,41,0,135.9,0,1,False,False,False,True,2018,8,20,7,2
1,0,1,85,0,90.9,3,0,False,False,False,True,2018,10,26,1,2
1,1,4,34,0,160.2,1,0,False,False,False,True,2018,10,4,3,2
1,0,1,0,0,101.0,0,0,False,False,False,True,2017,11,3,1,1
0,0,1,24,0,107.1,0,1,False,False,False,True,2018,9,26,2,2
0,0,1,107,0,118.8,1,1,False,False,False,True,2018,9,5,4,2
1,0,6,11,0,153.0,2,0,False,False,False,True,2017,8,28,2,4
1,0,4,50,0,82.45,0,1,False,False,False,True,2018,3,11,4,2
1,0,4,94,0,90.08,0,0,False,False,False,True,2018,4,15,3,2
1,0,1,16,0,87.0,0,0,False,False,True,False,2018,2,26,2,2
1,0,1,24,0,107.1,1,0,False,False,False,True,2018,6,13,4,2
0,0,1,174,0,109.65,0,1,False,False,False,True,2018,9,4,4,2
1,1,1,71,0,105.3,1,0,False,False,False,True,2017,12,24,4,2
0,0,1,25,0,104.0,0,0,False,False,False,True,2018,6,1,2,1
1,0,1,23,0,96.0,1,0,False,False,False,True,2018,12,4,2,1
1,0,4,8,0,58.41,0,0,False,False,False,True,2017,12,3,4,2
0,0,1,44,0,89.1,1,1,False,False,False,True,2018,6,22,2,2
1,0,1,18,0,80.0,0,0,False,False,True,False,2018,12,11,1,2
0,0,1,50,0,63.75,0,1,False,False,False,True,2018,3,5,7,2
1,1,1,6,1,67.0,1,0,False,True,False,False,2018,12,8,1,1
0,0,1,10,0,79.0,0,1,False,False,False,True,2018,3,7,3,2
1,1,1,103,0,114.3,1,0,False,False,False,True,2018,7,12,6,2
0,0,1,29,0,75.05,0,1,False,False,False,True,2018,2,19,2,2
1,0,1,63,0,105.3,1,0,False,False,False,True,2018,7,23,5,2
1,0,4,6,0,130.0,2,0,False,False,False,True,2018,2,25,4,3
1,0,1,12,0,65.0,0,0,False,True,False,False,2017,8,5,3,2
1,0,1,99,0,81.0,0,0,False,True,False,False,2018,2,19,1,1
1,0,1,33,0,126.9,0,1,False,False,False,True,2018,3,24,3,2
1,0,1,11,0,150.0,1,1,False,False,False,True,2018,11,5,1,3
1,0,1,225,0,74.15,1,0,False,False,False,True,2018,10,29,3,2
1,0,1,35,0,63.75,0,0,False,False,True,False,2018,12,19,4,1
1,0,4,38,0,146.96,0,1,False,False,False,True,2018,9,24,7,2
1,0,1,91,0,121.5,2,1,False,False,False,True,2018,10,7,1,3
1,0,1,85,0,108.3,1,0,False,False,False,True,2018,6,26,6,2
1,0,1,81,0,110.8,3,0,False,False,False,True,2017,12,30,4,2
1,0,4,292,0,86.7,0,1,False,False,False,True,2018,12,13,4,2
1,0,1,0,0,89.0,0,0,False,True,False,False,2018,5,4,1,1
1,0,4,5,0,76.58,0,0,False,False,False,True,2017,11,10,4,2
1,0,1,66,0,105.3,2,0,False,False,False,True,2018,4,23,1,2
1,0,1,16,0,165.6,2,0,False,False,False,True,2018,11,6,5,1
1,0,1,141,0,90.0,0,0,False,False,True,False,2017,9,20,1,2
1,0,6,52,0,173.0,1,0,False,False,True,False,2018,1,28,2,4
1,1,1,39,0,67.0,0,0,False,True,False,False,2018,7,25,1,1
1,0,1,6,0,106.0,2,0,False,False,False,True,2017,8,19,4,2
1,0,6,10,0,153.0,1,0,False,False,False,True,2017,8,25,4,4
1,0,1,23,0,93.94,0,1,False,False,False,True,2018,9,5,1,2
0,0,1,10,0,99.0,1,0,False,False,False,True,2018,7,29,1,2
1,0,1,0,0,120.0,0,0,False,False,True,False,2018,10,12,1,1
1,0,1,71,0,90.95,1,0,False,False,False,True,2018,3,18,4,2
1,0,1,276,0,61.0,0,1,False,False,False,True,2018,5,13,5,2
1,0,1,62,0,111.6,2,0,False,False,False,True,2018,12,25,3,3
1,0,1,105,0,75.0,0,1,False,False,False,True,2018,10,12,3,2
0,0,1,54,0,83.8,1,0,False,False,False,True,2018,11,18,5,2
1,0,1,233,0,90.0,0,1,False,False,False,True,2018,10,14,3,2
1,0,1,133,0,84.33,1,0,False,False,True,False,2018,3,11,3,2
0,0,1,37,0,83.93,1,0,False,False,False,True,2018,10,28,2,2
1,0,1,14,0,100.0,0,0,False,False,True,False,2017,10,15,2,1
1,0,1,183,0,110.0,1,1,False,False,False,True,2018,9,8,3,2
1,0,4,102,0,104.4,0,1,False,False,False,True,2018,10,27,2,2
1,0,1,33,0,64.0,0,0,False,True,False,False,2018,1,25,2,2
1,0,1,233,0,90.0,0,1,False,False,False,True,2018,10,14,3,2
1,0,1,9,0,91.0,0,1,False,False,False,True,2018,6,23,1,2
0,0,1,103,0,78.2,0,0,False,False,True,False,2018,7,6,5,2
1,0,1,233,0,90.0,0,1,False,False,False,True,2018,10,14,3,2
1,0,1,159,0,144.0,0,1,False,False,False,True,2018,9,19,3,2
1,0,1,82,0,73.9,0,0,False,False,False,True,2018,4,3,5,2
1,0,1,120,0,121.5,1,0,False,False,False,True,2018,7,13,3,3
0,0,1,50,0,80.1,0,1,False,False,False,True,2018,4,2,1,2
1,0,1,91,0,95.0,1,0,False,False,True,False,2018,9,26,4,2
1,0,1,36,0,89.89,2,0,False,False,False,True,2017,11,25,4,1
1,0,4,53,0,123.3,0,1,False,False,False,True,2018,4,2,1,2
1,0,1,36,0,88.4,2,0,False,False,False,True,2018,12,21,5,1
1,0,1,133,0,84.33,1,0,False,False,True,False,2018,3,11,3,2
1,0,1,25,0,87.0,0,0,False,False,True,False,2018,3,7,4,2
1,0,4,28,0,108.42,1,0,False,False,False,True,2018,6,14,3,1
1,0,1,113,0,58.0,1,0,False,False,True,False,2018,3,25,3,2
2,0,1,13,0,96.0,0,0,False,False,True,False,2018,4,26,3,2
1,0,4,39,0,122.4,1,0,False,False,False,True,2018,5,29,1,2
1,0,4,105,0,132.3,2,0,False,False,False,True,2018,10,6,7,2
1,0,1,5,0,111.0,0,0,False,False,False,True,2017,12,29,1,1
1,0,1,95,0,38.67,1,0,False,False,True,False,2018,3,22,3,2
0,0,1,44,0,54.71,1,0,False,False,False,True,2018,11,15,6,2
1,0,4,4,0,179.0,1,0,False,False,False,True,2018,9,12,4,2
0,0,1,12,0,129.0,2,0,False,False,False,True,2018,9,8,1,2
1,0,1,18,0,120.0,1,0,False,False,False,True,2018,11,1,2,2
2,0,1,55,0,104.0,0,0,False,False,True,False,2018,4,6,1,2
1,0,6,219,0,158.95,0,1,False,False,False,True,2018,8,8,6,4
1,0,4,40,0,177.3,3,0,False,False,False,True,2018,8,14,2,3
1,0,1,85,0,131.4,1,0,False,False,False,True,2018,6,4,2,2
1,0,1,160,0,90.0,0,1,False,False,False,True,2018,4,27,6,2
1,0,1,46,0,134.78,1,0,False,False,False,True,2018,10,17,4,2
1,0,1,19,0,130.0,0,0,False,False,False,True,2018,5,2,3,2
1,1,1,18,1,65.0,1,0,False,True,False,False,2018,10,18,1,1
1,0,1,69,0,120.0,0,1,False,False,False,True,2018,6,12,6,1
1,0,1,56,0,120.0,0,0,False,False,True,False,2018,6,8,1,2
1,0,1,9,0,154.33,0,0,False,False,False,True,2018,8,12,3,2
1,0,1,32,0,105.0,1,0,False,False,True,False,2018,7,18,2,2
1,0,1,119,0,82.87,1,0,False,False,False,True,2017,8,27,8,2
2,0,5,37,0,134.1,1,0,False,False,True,False,2018,6,17,2,2
1,0,1,15,0,86.0,0,0,False,False,True,False,2018,2,18,3,1
